Num	GeneID	condition1-reversecomp	condition1	condition2-reversecomp	condition2	condition3-reversecomp	condition3	condition1-reversecomp(Normalized)	condition1(Normalized)	condition2-reversecomp(Normalized)	condition2(Normalized)	condition3-reversecomp(Normalized)	condition3(Normalized)	Start	Stop	Order	Strand	Length	PID	Gene	Function
204	SM_b20210	0	0	0	0	0	0	0	0	0	0	0	0	217287	218000	SMb0204	-	714	16263951	-	oxidoreductase
205	SM_b20211	0	0	0	0	0	0	0	0	0	0	0	0	218142	219074	SMb0205	-	933	16263952	-	transcriptional regulator
206	SM_b20212	0	0	0	0	0	0	0	0	0	0	0	0	219262	219942	SMb0206	+	681	16263953	-	hypothetical protein
207	SM_b20213	0	0	0	0	0	0	0	0	0	0	0	0	219980	221863	SMb0207	+	1884	16263954	-	hypothetical protein
208	SM_b20214	0	0	0	0	0	0	0	0	0	0	0	0	222127	222930	SMb0208	+	804	16263955	-	oxidoreductase
209	SM_b20215	0	0	0	0	0	0	0	0	0	0	0	0	222993	223973	SMb0209	+	981	16263956	-	transcriptional regulator
210	SM_b20216	0	0	0	0	0	0	0	0	0	0	0	0	224114	225160	SMb0210	+	1047	16263957	-	epoxide hydrolase
211	SM_b20217	0	0	0	0	0	0	0	0	0	0	0	0	225378	226043	SMb0211	+	666	16263958	-	hypothetical protein
212	SM_b20218	0	0	0	0	0	0	0	0	0	0	0	0	226214	227578	SMb0212	-	1365	16263959	-	sensor histidine kinase
213	SM_b20219	0	0	0	0	0	0	0	0	0	0	0	0	227578	228315	SMb0213	-	738	16263960	-	response regulator protein
214	SM_b22002	0	0	0	0	0	0	0	0	0	0	0	0	228407	228829	SMb0214	-	423	195970078	-	epoxide hydrolase
215	SM_b20221	0	0	0	0	0	0	0	0	0	0	0	0	228706	229740	SMb0215	-	1035	16263961	-	epoxide hydrolase
216	SM_b20222	0	0	0	0	0	0	0	0	0	0	0	0	229750	230172	SMb0216	-	423	195970065	-	hypothetical protein
217	SM_b22001	0	0	0	0	0	0	0	0	0	0	0	0	230872	231375	SMb0217	+	504	195970071	-	hypothetical protein
218	SM_b20225	0	0	0	0	0	0	0	0	0	0	0	0	231657	232343	SMb0218	-	687	16263964	smc22-1	osmotically inducible sensory protein
219	SM_b20226	0	0	0	0	0	0	0	0	0	0	0	0	232509	232682	SMb0219	+	174	16263965	-	hypothetical protein
220	SM_b20227	0	0	0	0	0	0	0	0	0	0	0	0	232839	233417	SMb0220	+	579	16263966	ndiA-1	nutrient deprivation-induced protein
221	SM_b20228	0	0	0	0	0	0	0	0	0	0	0	0	233410	233829	SMb0221	+	420	16263967	ndiA-2	nutrient deprivation-induced protein
222	SM_b20229	0	0	0	0	0	0	0	0	0	0	0	0	233826	234800	SMb0222	+	975	16263968	ndiB	nutrient deprivation-induced protein
223	SM_b20230	0	0	0	0	0	0	0	0	0	0	0	0	235032	236036	SMb0223	+	1005	16263969	smc22-r	smc22-r protein
224	SM_b20231	0	0	0	0	0	0	0	0	0	0	0	0	236096	237451	SMb0224	+	1356	16263970	-	sugar ABC transporter substrate-binding protein
225	SM_b20232	0	0	0	0	0	0	0	0	0	0	0	0	237509	238453	SMb0225	+	945	16263971	-	sugar ABC transporter permease
226	SM_b20233	0	0	0	0	0	0	0	0	0	0	0	0	238443	239291	SMb0226	+	849	16263972	-	sugar ABC transporter permease
227	SM_b20234	0	0	0	0	0	0	0	0	0	0	0	0	239322	240518	SMb0227	+	1197	16263973	-	hypothetical protein
228	SM_b20235	0	0	0	0	0	0	0	0	0	0	0	0	240520	241611	SMb0228	+	1092	16263974	-	sugar ABC transporter ATP-binding protein
229	SM_b20236	0	0	0	0	0	0	0	0	0	0	0	0	241731	242075	SMb0229	+	345	16263975	-	hypothetical protein
230	SM_b20238	0	0	0	0	0	0	0	0	0	0	0	0	242403	243197	SMb0230	-	795	16263976	-	hypothetical protein
231	SM_b20239	0	0	0	0	0	0	0	0	0	0	0	0	243200	244240	SMb0231	-	1041	16263977	rmlB	dTDP-glucose 4,6-dehydratase
232	SM_b20240	0	0	0	0	0	0	0	0	0	0	0	0	244260	245378	SMb0232	-	1119	16263978	-	hypothetical protein
233	SM_b20241	0	0	0	0	0	0	0	0	0	0	0	0	245375	246460	SMb0233	-	1086	16263979	-	hypothetical protein
234	SM_b20242	0	0	0	0	0	0	0	0	0	0	0	0	246457	247587	SMb0234	-	1131	16263980	-	hypothetical protein
235	SM_b20243	0	0	0	0	0	0	0	0	0	0	0	0	247592	248743	SMb0235	-	1152	16263981	-	glycosyltransferase
236	SM_b20244	0	0	0	0	0	0	0	0	0	0	0	0	248740	249861	SMb0236	-	1122	16263982	tyv	CDP-tyvelose-2-epimerase
237	SM_b20245	0	0	0	0	0	0	0	0	0	0	0	0	249858	250964	SMb0237	-	1107	16263983	-	UDP-glucose 4-epimerase
238	SM_b20246	0	0	0	0	0	0	0	0	0	0	0	0	251298	252290	SMb0238	+	993	16263984	-	oxidoreductase
239	SM_b20247	0	0	0	0	0	0	0	0	0	0	0	0	252295	253308	SMb0239	+	1014	16263985	-	oxidoreductase
240	SM_b20248	0	0	0	0	0	0	0	0	0	0	0	0	253338	255086	SMb0240	-	1749	16263986	-	hypothetical protein
241	SM_b20249	1	0	0	0	0	0	1	0	0	0	0	0	255238	256341	SMb0241	+	1104	16263987	-	myo-inositol-1-phosphate synthase
	SM_b20249	1	0	0	0	0	0	1	0	0	0	0	0	255653			+
242	SM_b20250	0	0	0	0	0	0	0	0	0	0	0	0	256338	256937	SMb0242	+	600	16263988	-	hypothetical protein
243	SM_b20251	0	0	0	0	0	0	0	0	0	0	0	0	257009	257971	SMb0243	+	963	16263989	-	hypothetical protein
244	SM_b20252	0	0	0	0	0	0	0	0	0	0	0	0	257884	259248	SMb0244	-	1365	16263990	-	hypothetical protein
245	SM_b20253	0	0	0	0	0	0	0	0	0	0	0	0	259295	260200	SMb0245	-	906	16263991	-	hypothetical protein
246	SM_b20254	0	0	0	0	0	0	0	0	0	0	0	0	260409	260684	SMb0246	-	276	16263992	-	hypothetical protein
247	SM_b20255	0	0	0	0	0	0	0	0	0	0	0	0	260759	261310	SMb0247	-	552	16263993	-	hypothetical protein
248	SM_b20256	0	0	0	0	0	0	0	0	0	0	0	0	261442	261891	SMb0248	-	450	16263994	-	hypothetical protein
249	SM_b20257	0	0	0	0	0	0	0	0	0	0	0	0	262074	263132	SMb0249	+	1059	16263995	-	adenylate cyclase
250	SM_b20258	0	0	0	0	0	0	0	0	0	0	0	0	263237	263947	SMb0250	+	711	16263996	-	transcriptional regulator
251	SM_b20259	0	0	0	0	0	0	0	0	0	0	0	0	264068	265030	SMb0251	+	963	16263997	-	dihydrodipicolinate synthase
252	SM_b20260	0	0	0	0	0	0	0	0	0	0	0	0	265078	265470	SMb0252	-	393	16263998	-	hypothetical protein
253	SM_b20261	0	0	0	0	0	0	0	0	0	0	0	0	265534	266571	SMb0253	-	1038	16263999	-	malate dehydrogenase
254	SM_b20262	0	0	0	0	0	0	0	0	0	0	0	0	266814	268331	SMb0254	+	1518	16264000	-	semialdehyde dehydrogenase
255	SM_b20263	0	0	0	0	0	0	0	0	0	0	0	0	268518	269324	SMb0255	+	807	16264001	-	amino acid ABC transporter substrate-binding protein
256	SM_b20264	0	0	0	0	0	0	0	0	0	0	0	0	269391	270056	SMb0256	+	666	16264002	-	amino acid ABC transporter permease
257	SM_b20265	0	0	0	0	0	0	0	0	0	0	0	0	270069	270722	SMb0257	+	654	16264003	-	amino acid ABC transporter permease
258	SM_b20266	0	0	0	0	0	0	0	0	0	0	0	0	270715	271437	SMb0258	+	723	16264004	-	amino acid ABC transporter ATP-binding protein
259	SM_b20267	0	0	0	0	0	0	0	0	0	0	0	0	271438	272679	SMb0259	+	1242	16264005	-	D-amino acid dehydrogenase
260	SM_b20268	0	0	0	0	0	0	0	0	0	0	0	0	272694	273695	SMb0260	+	1002	16264006	-	hydroxyproline-2-epimerase
261	SM_b20269	0	0	0	0	0	0	0	0	0	0	0	0	273692	275383	SMb0261	+	1692	16264007	-	hypothetical protein
262	SM_b20270	0	0	0	0	0	0	0	0	0	0	0	0	275434	276462	SMb0262	+	1029	16264008	-	proline racemase
263	SM_b20271	0	0	0	0	0	0	0	0	0	0	0	0	276546	276977	SMb0263	+	432	16264009	-	hypothetical protein
264	SM_b20272	0	0	0	0	0	0	0	0	0	0	0	0	277378	278586	SMb0264	+	1209	16264010	-	transporter protein
265	SM_b20273	0	0	0	0	0	0	0	0	0	0	0	0	278659	278844	SMb0265	-	186	16264011	-	hypothetical protein
266	SM_b20274	0	0	0	0	0	0	0	0	0	0	0	0	279100	279285	SMb0266	-	186	16264012	-	hypothetical protein
267	SM_b20275	0	0	0	0	0	0	0	0	0	0	0	0	279463	280323	SMb0267	-	861	16264013	-	hypothetical protein
268	SM_b20276	0	0	0	0	0	0	0	0	0	0	0	0	280415	281305	SMb0268	+	891	16264014	-	transcriptional regulator
269	SM_b20277	0	0	0	0	0	0	0	0	0	0	0	0	281302	282645	SMb0269	+	1344	16264015	-	hypothetical protein
270	SM_b20278	0	0	0	0	0	0	0	0	0	0	0	0	282954	283532	SMb0270	-	579	16264016	-	hypothetical protein
271	SM_b20279	0	0	0	0	0	0	0	0	0	0	0	0	283534	284037	SMb0271	-	504	16264017	-	hypothetical protein
272	SM_b20280	0	0	0	0	0	0	0	0	0	0	0	0	284069	285535	SMb0272	-	1467	16264018	-	hypothetical protein
273	SM_b20281	0	0	0	0	0	0	0	0	0	0	0	0	285617	286687	SMb0273	-	1071	16264019	-	spermidine/putrescine ABC transporter ATP-binding protein
274	SM_b20282	0	0	0	0	0	0	0	0	0	0	0	0	286691	287482	SMb0274	-	792	16264020	-	spermidine/putrescine ABC transporter permease
275	SM_b20283	0	0	0	0	0	0	0	0	0	0	0	0	287493	288476	SMb0275	-	984	16264021	-	spermidine/putrescine ABC transporter permease
276	SM_b20284	0	0	0	0	0	0	0	0	0	0	0	0	288561	289661	SMb0276	-	1101	16264022	-	spermidine/putrescine ABC transporter substrate-binding protein
277	SM_b20285	0	0	0	0	0	0	0	0	0	0	0	0	289741	290718	SMb0277	-	978	16264023	-	transcriptional regulator
278	SM_b20286	0	0	0	0	0	0	0	0	0	0	0	0	290921	292000	SMb0278	+	1080	16264024	-	hypothetical protein
279	SM_b20287	0	0	0	0	0	0	0	0	0	0	0	0	292019	292726	SMb0279	-	708	16264025	-	hypothetical protein
280	SM_b20288	0	0	0	0	0	0	0	0	0	0	0	0	292723	294123	SMb0280	-	1401	16264026	-	hypothetical protein
281	SM_b20289	0	0	0	0	0	0	0	0	0	0	0	0	294233	295582	SMb0281	-	1350	16264027	-	permease
282	SM_b20290	0	0	0	0	0	0	0	0	0	0	0	0	295734	296729	SMb0282	+	996	16264028	-	transcriptional regulator
283	SM_b20291	0	0	0	0	0	0	0	0	0	0	0	0	296737	299220	SMb0283	-	2484	16264029	-	hypothetical protein
284	SM_b20292	0	0	0	0	0	0	0	0	0	0	0	0	299408	300391	SMb0284	-	984	16264030	-	immunogenic protein
285	SM_b20293	0	0	0	0	0	0	0	0	0	0	0	0	300703	301062	SMb0285	+	360	16264031	-	hypothetical protein
286	SM_b20294	0	0	0	0	0	0	0	0	0	0	0	0	301194	301895	SMb0286	+	702	16264032	-	transcriptional regulator NanR
287	SM_b20295	0	0	0	0	0	0	0	0	0	0	0	0	301924	302895	SMb0287	+	972	16264033	-	ABC transporter substrate-binding protein
288	SM_b20296	0	0	0	0	0	0	0	0	0	0	0	0	302951	303469	SMb0288	+	519	16264034	-	permease
289	SM_b20297	0	0	0	0	0	0	0	0	0	0	0	0	303470	304750	SMb0289	+	1281	16264035	-	permease
290	SM_b20298	1	0	0	0	0	0	1	0	0	0	0	0	304747	305682	SMb0290	+	936	16264036	-	hypothetical protein
	SM_b20298	1	0	0	0	0	0	1	0	0	0	0	0	305236			+
291	SM_b20299	0	0	0	0	0	0	0	0	0	0	0	0	305696	306595	SMb0291	+	900	16264037	nanA	N-acetylneuraminate lyase
292	SM_b20300	0	0	0	0	0	0	0	0	0	0	0	0	306932	308845	SMb0292	+	1914	16264038	cyaF7	adenylate cyclase
293	SM_b20301	0	0	0	0	0	0	0	0	0	0	0	0	308842	309972	SMb0293	-	1131	16264039	-	dehydgrogenase
294	SM_b20302	0	0	0	0	0	0	0	0	0	0	0	0	310120	310281	SMb0294	-	162	16264040	-	hypothetical protein
295	SM_b20303	0	0	0	0	0	0	0	0	0	0	0	0	310478	310705	SMb0295	+	228	16264041	-	hypothetical protein
296	SM_b20304	0	0	0	0	0	0	0	0	0	0	0	0	310762	311358	SMb0296	-	597	195970064	TRm2011-2C	ISRm2011-2 transposase, C-terminal portion
297	SM_b20306	0	0	0	0	0	0	0	0	0	0	0	0	311002	311373	SMb0297	+	372	16264043	TRm2011-2	TRm2011-2 protein
298	SM_b20305	0	0	0	0	0	0	0	0	0	0	0	0	311301	311708	SMb0298	-	408	16264044	TRm2011-2N	ISRm2011-2 transposase, N-terminal portion
299	SM_b20307	0	0	0	0	0	0	0	0	0	0	0	0	311801	312448	SMb0299	-	648	16264045	-	dihydroxyacetone kinase
300	SM_b20312	0	0	0	0	0	0	0	0	0	0	0	0	312527	314614	SMb0300	-	2088	16264046	-	dihydroxyacetone kinase
301	SM_b20313	0	0	0	0	0	0	0	0	0	0	0	0	314728	315411	SMb0301	-	684	195970063	-	glycerone kinase
302	SM_b20314	0	0	0	0	0	0	0	0	0	0	0	0	315380	316372	SMb0302	-	993	16264048	-	glycerone kinase
303	SM_b20315	0	0	0	0	0	0	0	0	0	0	0	0	316763	317749	SMb0303	+	987	195970062	-	sugar ABC transporter permease
304	SM_b20316	0	0	0	0	0	0	0	0	0	0	0	0	317829	318830	SMb0304	+	1002	16264050	-	sugar ABC transporter substrate-binding protein
305	SM_b20317	0	0	0	0	0	0	0	0	0	0	0	0	318948	320498	SMb0305	+	1551	16264051	-	sugar ABC transporter ATP-binding protein
306	SM_b20318	0	0	0	0	0	0	0	0	0	0	0	0	320500	321531	SMb0306	+	1032	16264052	-	sugar ABC transporter permease
307	SM_b20319	0	0	0	0	0	0	0	0	0	0	0	0	321582	322799	SMb0307	-	1218	16264053	-	hypothetical protein
308	SM_b20320	0	0	0	0	0	0	0	0	0	0	0	0	322940	323935	SMb0308	-	996	16264054	-	TRAP-type large permease component
309	SM_b20321	0	0	0	0	0	0	0	0	0	0	0	0	323964	325229	SMb0309	-	1266	16264055	-	hypothetical protein
310	SM_b20322	0	0	0	0	0	0	0	0	0	0	0	0	325229	325834	SMb0310	-	606	16264056	-	TRAP-type small permease component
311	SM_b20323	0	0	0	0	0	0	0	0	0	0	0	0	325922	326581	SMb0311	+	660	16264057	-	transcriptional regulator
312	SM_b20324	0	0	0	0	0	0	0	0	0	0	0	0	326603	327619	SMb0312	-	1017	16264058	thuR	ThuR, regulatory protein for trehalosemaltose transport system
313	SM_b20325	0	0	0	0	0	0	0	0	0	0	0	0	328098	329369	SMb0313	+	1272	16264059	thuE	trehalosemaltose-binding protein
314	SM_b20326	0	0	0	0	0	0	0	0	0	0	0	0	329457	330443	SMb0314	+	987	16264060	thuF	trehalosemaltose transporter permease
315	SM_b20327	0	0	0	0	0	0	0	0	0	0	0	0	330443	331273	SMb0315	+	831	16264061	thuG	trehalosemaltose transporter permease
316	SM_b20328	0	0	0	0	0	0	0	0	0	0	0	0	331283	332311	SMb0316	+	1029	16264062	thuK	trehalosemaltose transporter ATP-binding protein
317	SM_b20329	0	0	0	0	0	0	0	0	0	0	0	0	332477	333289	SMb0317	+	813	16264063	thuA	ThuA protein, function
318	SM_b20330	0	0	0	0	0	0	0	0	0	0	0	0	333286	334383	SMb0318	+	1098	16264064	thuB	trehalosemaltose utilization protein, function
319	SM_b20331	0	0	0	0	0	0	0	0	0	0	0	0	334596	334952	SMb0319	-	357	16264065	-	hypothetical protein
320	SM_b20332	0	0	0	0	0	0	0	0	0	0	0	0	335644	336585	SMb0320	+	942	16264066	-	hypothetical protein
321	SM_b20333	0	0	0	0	0	0	0	0	0	0	0	0	336729	338849	SMb0321	-	2121	195970061	-	transporter protein
322	SM_b20334	0	0	0	0	0	0	0	0	0	0	0	0	339465	340376	SMb0322	+	912	16264068	-	hypothetical protein
323	SM_b20335	0	0	0	0	0	0	0	0	0	0	0	0	340597	341877	SMb0323	+	1281	195970060	-	hypothetical protein
324	SM_b20336	0	0	0	0	0	0	0	0	0	0	0	0	341927	342718	SMb0324	+	792	16264070	-	hypothetical protein
325	SM_b20337	0	0	0	0	0	0	0	0	0	0	0	0	342776	343387	SMb0325	-	612	16264071	-	transcriptional regulator
326	SM_b20338	0	0	0	0	0	0	0	0	0	0	0	0	343485	344708	SMb0326	+	1224	16264072	-	efflux protein
327	SM_b20339	0	0	0	0	0	0	0	0	0	0	0	0	344797	345279	SMb0327	+	483	16264073	-	hypothetical protein
328	SM_b20340	0	0	0	0	0	0	0	0	0	0	0	0	345349	345528	SMb0328	+	180	16264074	-	hypothetical protein
329	SM_b20341	0	0	0	0	0	0	0	0	0	0	0	0	345733	345918	SMb0329	+	186	16264075	-	hypothetical protein
330	SM_b20342	0	0	0	0	0	0	0	0	0	0	0	0	346305	348518	SMb0330	-	2214	16264076	-	isoquinoline 1-oxidoreductase
331	SM_b20343	0	0	0	0	0	0	0	0	0	0	0	0	348520	348978	SMb0331	-	459	16264077	-	isoquinoline 1-oxidoreductase
332	SM_b20344	0	0	0	0	0	0	0	0	0	0	0	0	349255	350211	SMb0332	-	957	16264078	-	transcriptional regulator
333	SM_b20345	0	0	0	0	0	0	0	0	0	0	0	0	350348	353497	SMb0333	-	3150	16264079	-	efflux protein
334	SM_b20346	0	0	0	0	0	0	0	0	0	0	0	0	353526	354680	SMb0334	-	1155	16264080	-	efflux protein
335	SM_b20347	0	0	0	0	0	0	0	0	0	0	0	0	354773	355381	SMb0335	-	609	16264081	-	transcriptional regulator
336	SM_b20348	0	0	0	0	0	0	0	0	0	0	0	0	355568	356395	SMb0336	+	828	16264082	-	hypothetical protein
337	SM_b20349	0	0	0	0	0	0	0	0	0	0	0	0	356464	357405	SMb0337	+	942	16264083	-	sugar ABC transporter
338	SM_b20350	0	0	0	0	0	0	0	0	0	0	0	0	357571	358215	SMb0338	+	645	16264084	-	hypothetical protein
339	SM_b20351	0	0	0	0	0	0	0	0	0	0	0	0	358212	359762	SMb0339	+	1551	16264085	-	sugar ABC transporter ATP-binding protein
340	SM_b20352	0	0	0	0	0	0	0	0	0	0	0	0	359762	360826	SMb0340	+	1065	16264086	-	sugar ABC transporter permease
341	SM_b20353	0	0	0	0	0	0	0	0	0	0	0	0	360832	361866	SMb0341	+	1035	16264087	-	oxidoreductase
342	SM_b20354	0	0	0	0	0	0	0	0	0	0	0	0	361863	363782	SMb0342	+	1920	16264088	-	hypothetical protein
343	SM_b20355	0	0	0	0	0	0	0	0	0	0	0	0	363905	364663	SMb0343	+	759	16264089	-	hypothetical protein
344	SM_b20356	0	0	0	0	0	0	0	0	0	0	0	0	364660	367413	SMb0344	+	2754	16264090	-	sensory histidine kinase
345	SM_b20357	0	0	0	0	0	0	0	0	0	0	0	0	367438	367803	SMb0345	+	366	16264091	-	histidine kinase
346	SM_b20358	0	0	0	0	0	0	0	0	0	0	0	0	367812	369374	SMb0346	+	1563	16264092	-	regulatory protein
347	SM_b20359	0	0	0	0	0	0	0	0	0	0	0	0	369491	370786	SMb0347	+	1296	16264093	-	hypothetical protein
348	SM_b20360	0	0	0	0	0	0	0	0	0	0	0	0	370827	371558	SMb0348	+	732	16264094	-	hypothetical protein
349	SM_b20361	0	0	0	0	0	0	0	0	0	0	0	0	371644	372441	SMb0349	-	798	16264095	-	ionic voltage-gated channel protein
350	SM_b20362	0	0	0	0	0	0	0	0	0	0	0	0	372532	373332	SMb0350	-	801	16264096	-	inositol monophosphatase
351	SM_b20363	0	0	0	0	0	0	0	0	0	0	0	0	373363	374424	SMb0351	-	1062	16264097	-	iron ABC transporter ATP-binding protein
352	SM_b20364	0	0	0	0	0	0	0	0	0	0	0	0	374421	376649	SMb0352	-	2229	195970059	-	iron ABC transporter permease
353	SM_b20365	0	0	0	0	0	0	0	0	0	0	0	0	376824	377852	SMb0353	-	1029	16264099	-	iron ABC transporter substrate-binding protein
354	SM_b20366	0	0	0	0	0	0	0	0	0	0	0	0	378030	379034	SMb0354	+	1005	16264100	-	LacI family transcriptional regulator
355	SM_b20367	0	0	0	0	0	0	0	0	0	0	0	0	379530	380222	SMb0355	-	693	16264101	-	transcriptional regulator
356	SM_b20368	0	0	0	0	0	0	0	0	0	0	0	0	380366	381379	SMb0356	+	1014	16264102	-	hypothetical protein
357	SM_b20369	0	0	0	0	0	0	0	0	0	0	0	0	381385	382626	SMb0357	+	1242	16264103	-	hypothetical protein
358	SM_b20370	0	0	0	0	0	0	0	0	0	0	0	0	382623	383303	SMb0358	+	681	16264104	-	ATP-binding transport protein
359	SM_b20371	0	0	0	0	0	0	0	0	0	0	0	0	383348	383794	SMb0359	-	447	16264105	-	ribose-5-phosphate isomerase B
360	SM_b20372	0	0	0	0	0	0	0	0	0	0	0	0	383818	385095	SMb0360	-	1278	16264106	-	hypothetical protein
361	SM_b20373	0	0	0	0	0	0	0	0	0	0	0	0	385107	385574	SMb0361	-	468	16264107	-	TRAP dicarboxylate transporter
362	SM_b20374	0	0	0	0	0	0	0	0	0	0	0	0	385654	386646	SMb0362	-	993	16264108	-	substrate-binding protein
363	SM_b20375	0	0	0	0	0	0	0	0	0	0	0	0	386667	387437	SMb0363	-	771	16264109	-	transcriptional regulator
364	SM_b20376	0	0	0	0	0	0	0	0	0	0	0	0	387641	388021	SMb0364	-	381	16264110	-	hypothetical protein
365	SM_b20377	0	0	0	0	0	0	0	0	0	0	0	0	388065	388448	SMb0365	-	384	16264111	-	translation initiation inhibitor protein
366	SM_b20378	0	0	0	0	0	0	0	0	0	0	0	0	388482	389945	SMb0366	-	1464	16264112	-	aldehyde dehydrogenase
367	SM_b20379	0	0	0	0	0	0	0	0	0	0	0	0	389955	391340	SMb0367	-	1386	16264113	-	aminotransferase
368	SM_b20380	0	0	0	0	0	0	0	0	0	0	0	0	391371	392420	SMb0368	-	1050	16264114	-	ABC transporter ATP-binding protein
369	SM_b20381	0	0	0	0	0	0	0	0	0	0	0	0	392436	393266	SMb0369	-	831	16264115	-	ABC transporter permease
370	SM_b20382	0	0	0	0	0	0	0	0	0	0	0	0	393263	394114	SMb0370	-	852	16264116	-	ABC transporter permease
371	SM_b20383	0	0	0	0	0	0	0	0	0	0	0	0	394240	395313	SMb0371	-	1074	16264117	-	ABC transporter substrate-binding protein
372	SM_b20384	0	0	0	0	0	0	0	0	0	0	0	0	395419	396390	SMb0372	-	972	16264118	-	dipeptidase
373	SM_b20385	0	0	0	0	0	0	0	0	0	0	0	0	396404	397132	SMb0373	-	729	16264119	-	hypothetical protein
374	SM_b20386	0	0	0	0	0	0	0	0	0	0	0	0	397129	398865	SMb0374	-	1737	16264120	-	hypothetical protein
375	SM_b20387	0	0	0	0	0	0	0	0	0	0	0	0	398867	399586	SMb0375	-	720	16264121	-	transcriptional regulator
376	SM_b20388	0	0	0	0	0	0	0	0	0	0	0	0	399980	400960	SMb0376	-	981	16264122	-	NADPH:quinone oxidoreductase
377	SM_b20389	0	0	0	0	0	0	0	0	0	0	0	0	400975	402000	SMb0377	-	1026	16264123	-	hypothetical protein
378	SM_b20390	0	0	0	0	0	0	0	0	0	0	0	0	402436	403668	SMb0378	+	1233	16264124	-	hypothetical protein
379	SM_b20391	0	0	0	0	0	0	0	0	0	0	0	0	403650	405644	SMb0379	+	1995	16264125	-	cellulose synthase catalytic subunit protein
380	SM_b20392	0	0	0	0	0	0	0	0	0	0	0	0	405680	406387	SMb0380	-	708	16264126	-	transcriptional regulator NanR
381	SM_b20393	0	0	0	0	0	0	0	0	0	0	0	0	406532	407788	SMb0381	+	1257	16264127	rbcL	ribulose bisphosphate carboxylaseoxygenase, large subunit protein
382	SM_b20394	0	0	0	0	0	0	0	0	0	0	0	0	407812	409140	SMb0382	+	1329	16264128	-	hypothetical protein
383	SM_b20395	0	0	0	0	0	0	0	0	0	0	0	0	409180	411429	SMb0383	-	2250	16264129	-	dehydrogenase
384	SM_b20396	0	0	0	0	0	0	0	0	0	0	0	0	411473	412456	SMb0384	-	984	16264130	-	dehydrogenase
385	SM_b20397	0	0	0	0	0	0	0	0	0	0	0	0	412453	413019	SMb0385	-	567	16264131	-	oxidoreductase
386	SM_b20398	0	0	0	0	0	0	0	0	0	0	0	0	413186	413680	SMb0386	+	495	16264132	-	hypothetical protein
387	SM_b20399	0	0	0	0	0	0	0	0	0	0	0	0	413764	414354	SMb0387	+	591	16264133	-	hypothetical protein
388	SM_b20400	0	0	0	0	0	0	0	0	0	0	0	0	414364	414627	SMb0388	-	264	16264134	-	hypothetical protein
389	SM_b20401	0	0	0	0	0	0	0	0	0	0	0	0	414654	414827	SMb0389	-	174	16264135	-	hypothetical protein
390	SM_b20402	0	0	0	0	0	0	0	0	0	0	0	0	414971	416359	SMb0390	+	1389	16264136	-	alcohol dehydrogenase cytochrome c subunit precursor
391	SM_b20403	0	0	0	0	0	0	0	0	0	0	0	0	416362	416859	SMb0391	+	498	16264137	-	oxidoreductase subunit protein
392	SM_b20404	0	0	0	0	0	0	0	0	0	0	0	0	416859	419099	SMb0392	+	2241	16264138	-	aldehyde dehydrogenase
393	SM_b20405	0	0	0	0	0	0	0	0	0	0	0	0	419112	419891	SMb0393	-	780	16264139	-	transcriptional regulator
394	SM_b20406	0	0	0	0	0	0	0	0	0	0	0	0	420019	422133	SMb0394	+	2115	16264140	hyuA	5-oxoprolinase
395	SM_b20407	0	0	0	0	0	0	0	0	0	0	0	0	422142	424343	SMb0395	+	2202	16264141	hyuB	5-oxoprolinase
396	SM_b20408	0	0	0	0	0	0	0	0	0	0	0	0	424347	424844	SMb0396	+	498	16264142	-	hypothetical protein
397	SM_b20409	0	0	0	0	0	0	0	0	0	0	0	0	424841	425671	SMb0397	+	831	16264143	-	3-oxoacyl-ACP reductase
398	SM_b20410	0	0	0	0	0	0	0	0	0	0	0	0	425740	426678	SMb0398	+	939	16264144	-	glycine-betaine-binding protein
399	SM_b20411	0	0	0	0	0	0	0	0	0	0	0	0	426694	426942	SMb0399	-	249	16264145	-	hypothetical protein
400	SM_b20412	0	0	0	0	0	0	0	0	0	0	0	0	426973	427137	SMb0400	-	165	16264146	-	hypothetical protein
401	SM_b20413	0	0	0	0	0	0	0	0	0	0	0	0	427134	427361	SMb0401	-	228	16264147	-	hypothetical protein
402	SM_b20414	0	0	0	0	0	0	0	0	0	0	0	0	427542	428015	SMb0402	-	474	16264148	-	hypothetical protein
403	SM_b20415	0	0	0	0	0	0	0	0	0	0	0	0	428015	429304	SMb0403	-	1290	16264149	-	oxidoreductase
404	SM_b20416	0	0	0	0	0	0	0	0	0	0	0	0	429673	430965	SMb0404	+	1293	16264150	ugpB	glycerol-3-phosphate ABC transporter substrate-binding protein
405	SM_b20417	0	0	0	0	0	0	0	0	0	0	0	0	431083	431964	SMb0405	+	882	16264151	ugpA	glycerol-3-phosphate ABC transporter permease
406	SM_b20418	0	0	0	0	0	0	0	0	0	0	0	0	431973	432821	SMb0406	+	849	16264152	ugpE	glycerol-3-phosphate ABC transporter permease
407	SM_b20419	0	0	0	0	0	0	0	0	0	0	0	0	432821	433870	SMb0407	+	1050	16264153	ugpC	glycerol-3-phosphate ABC transporter ATP-binding protein
408	SM_b20420	0	0	0	0	0	0	0	0	0	0	0	0	433992	434618	SMb0408	+	627	16264154	-	glutathione S-transferase
409	SM_b20421	0	0	0	0	0	0	0	0	0	0	0	0	434771	435847	SMb0409	+	1077	16264155	TRm21	transposase
